ハート,封筒,,長3,カラーウグイス,85,,あり,ヨコ
キング,,【53-K0339】長3封筒,長3,クラフト,70,,あり,ヨコ
ハート,封筒,長3封筒セロ窓1号グレー,長3,セロ窓1号グレー,70,,あり,センター
ハート,封筒,卒業生アンケート返信用封筒,長3,クラフト,85,,あり,ヨコ
ハート,封筒,長3封筒セロ窓,長3,クラフト　セロ窓1号,85,,なし,センター
ハート,封筒,ウインターシーズン用  洋長3封筒,洋長3,初芝,,,なし,ダイヤ
ハート,封筒,角１封筒,角1,クラフト,100,,なし,センター
ハート,封筒,長3封筒,長3,パステルグリーン,80,,なし,ヨコ
ハート,封筒,封筒角２,角2,パステルグリーン,100,,なし,センター
ハート,封筒,仁水会長3封筒,長3,カラースカイ,85,,あり,ヨコ
ハート,封筒,長3封筒,長3,特白,80,,あり,センター
ハート,,,,洋2　初芝,,,あり,
ハート,封筒,長3封筒,長3,パステルブルー,80,,あり,ヨコ
ハート,封筒,長３封筒,長3,特白,80,スチック付,あり,ヨコ
レイメイ,封筒,長3封筒,長3,フレッシュトーングリーン,80,,あり,ヨコ
ハート,封筒,角型20封筒（国際Ａ4サイズ）,角形20,パステルクリーム,100,,なし,ヨコ
ハート,封筒,公徳　第42号,角5,特白,80,,なし,センター
ハート,封筒,長3セロ窓テープ付封筒,長3,セロ窓1号　クラフト　,70,　　テープスチック付,なし,センター
ハート,封筒,長3封筒（勤務医部設立30周年）,長3,ケント,80,,あり,ヨコ
ハート,封筒,熊本デザイン専門学校　就職課　角２封筒,角2,パステルブルー,100,,なし,ヨコ
ハート,封筒,鈍牛の肥後狂句三昧,角6,特白,80,,なし,センター
キング,封筒,角2：封筒（料金後納マークなし）,角2,Hiソフトブルー,100,,なし,スミ
ハート,封筒,<河田信之氏　受章を祝う会>　祝賀会　案内状封筒・官製はがき,洋2,金扇,,,あり,ダイヤ
ハート,封筒,<あさひが丘荘様>　角2封筒（増刷）,角2,パステルベージュ,100,,なし,ヨコ
ハート,封筒,<あさひが丘荘様>　長3封筒（増刷）,長3,パステルベージュ,80,,あり,ヨコ
ハート,封筒,,角3,クラフト,85,,なし,センター
ハート,賞状,推薦状,,賞状用紙　レーザーホワイトA4-1,,,,
ハート,賞状,,,賞状用紙 レーザーホワイトA4-1　雲あり横長,,,,
レイメイ,封筒,角2封筒,角2,イムラ　フレッシュトーングリーン,100,,なし,ヨコ
ハート,封筒,長4封筒,長4,パステルクリーム,80,,あり,ヨコ
ハート,封筒,,長3,パステルブルー,80,テープスチック付,あり,ヨコ
ハート,賞状,読書感想文・感想画　表彰状：２種類,,賞状用紙　S401　雪B4-1,,,,
ハート,封筒,,長3,カラーミズ,85,,あり,ヨコ
ハート,封筒,,角5,若狭　厚口,,,なし,センター
キング,封筒,長3封筒　白　住所あり,長3,白特A,80,,あり,スミ
キング,封筒,育苗ライスセンター様洋2クラフトセロ窓封筒,洋2,窓明No2　クラフト70　162×114+30　窓80mm×45mm エコループ,,,なし,カマス
キング,封筒,長30封筒　白　住所なし,長30,白特A,80,,あり,センター
ハート,封筒,角２封筒,角2,カラーエメラルド,85,,なし,ヨコ
キング,封筒,洋4セロ窓封筒,洋4,タテ白特A　窓あき№2　,70,,なし,センター
ハート,封筒,長3セロ窓封筒（地紋入り）,長3,特白70 セロ窓1号地紋入り,,,なし,センター
ハート,封筒,長3セロ窓封筒（表参道　吉田病院）,長3,セロ窓1号パステルグリーン,80,,なし,センター
ハート,封筒,角2封筒(ウグイス),角2,ウグイス,85,,なし,ヨコ
ハート,封筒,長3封筒(ウグイス),長3,ウグイス,85,,あり,ヨコ
ハート,封筒,角2封筒,角2,カラーミズ,100,,なし,センター
ハート,封筒,,,甲陽　名刺入封筒　13号　YE13,,,なし,
キング,封筒,,長3,クラフト,85,075101　クイック付き,あり,センター
ハート,封筒,,長3,透けないパステルアクア80　　セロ窓1号,,,なし,センター
ハート,封筒,封筒　角2,角2,カラーグレー,100,,なし,センター
ハート,封筒,軌跡Ⅱ　技術士の視点,角2,特白,100,,なし,ヨコ
ハート,封筒,角2：封筒,角2,カラースカイ,85,,なし,センター
ハート,封筒,長3セロ窓封筒,長3,セロ窓1号　クラフト　,85,,なし,センター
ハート,封筒,長3セロ窓封筒,長3,セロ窓1号　クラフト,85,,なし,センター
レイメイ,封筒,金山本店様長3セロ窓封筒,長3,セロメール マド大（45×90）　　　　　フレッシュトーンブルー,80,ファインタック付き,なし,センターシーム
ハート,封筒,封筒長3セロ窓,長3,セロ窓1号　カラーウグイス,70,,なし,センター
ハート,封筒,,長3,大和,,,あり,ヨコ
ハート,封筒,,洋2,タテ　ワックス窓5号,,,なし,センター
ハート,封筒,,長3,パステルピンク,80,,あり,ヨコ
ハート,封筒,長40封筒,長40,パステルブルー,80,,あり,ヨコ
ハート,封筒,給料袋,,給料袋　クラフト,70,,なし,ヨコ
キング,封筒,長3セロ窓封筒,長3,クラフト70 窓あきNo.1 　　　　品番120181 ,,アドヘア,なし,センター
ハート,封筒,長３封筒（窓付き）,長3,セロ窓1号　クラフト,70,,なし,センター
ハート,封筒,洋5セロ窓封筒（請求書入れ）,洋5,セロ窓5号　クラフト,70,,なし,センター
ハート,封筒,長3封筒（パステルアクア）,長3,パステルアクア,80,,あり,ヨコ
キング,封筒,角6封筒,角6,Hiソフトカラーブルー,100,,なし,センター
ハート,封筒,角２封筒（特白）,角2,若狭　特厚口,,,なし,ヨコ
ハート,封筒,長3封筒,長3,若狭　厚口,,,あり,ヨコ
ハート,賞状,美里町合併20周年記念表彰状66名様,賞状,用紙　菊A3-2　雲なし,,,,
ハート,封筒,角2封筒,角2,パステルピンク,100,,なし,センター
ハート,封筒,長３セロ窓付封筒（介護老人保健施設なでしこ）,長3,セロ窓1号パステルクリーム,80,,なし,センター
ハート,封筒,角2封筒（パステルアクア）,角2,パステルアクア,100,,なし,ヨコ
ハート,封筒,角2：封筒,角2,パステルスカイ,100,,なし,ヨコ
ハート,封筒,角2封筒（労組）,角2,ゴールド,85,,なし,ヨコ
ハート,封筒,絵本　ハナとチャチャ,角3,特白,80,,なし,センター
ハート,封筒,角2封筒,角2,カラーウグイス,100,,なし,ヨコ
ハート,封筒,長3セロ窓封筒,長3,ウグイス　セロ窓1号,85,,なし,センター
ハート,封筒,角2封筒,角2,若狭,厚口,,なし,ヨコ
ハート,封筒,角2封筒,角2,カラークリーム,85,,なし,センター
ハート,賞状,賞状（中学生新人大会）,,雪　A3-1,,,,
レイメイ,封筒,,長3,フレッシュトーンスカイ,80,,あり,ヨコ
ハート,封筒,長40封筒（クリーム）,長40,カラークリーム,70,,あり,ヨコ
ハート,封筒,角2封筒：政治連盟,角2,カラークリーム,100,,なし,センター
ハート,封筒,長3封筒,長3,カラークリーム,85,,あり,センター
ハート,封筒,角2封筒 全学科分（入学手続きの御案内用）（料金伝票No.2002581に含む）,角2,カラーイエロー,85,,なし,センター
ハート,封筒,東営農センター　長40,長40,クラフト,70,,あり,ヨコ
ハート,封筒,封筒角5(短歌誌石流用),角5,クラフト,85,テープスチック付,なし,センター
ハート,封筒,長3封筒,長3,若狭,中厚口,,あり,ヨコ
ハート,,九大医学部第三内科・同門会名簿,角6,クラフト,70,,なし,センター
ハート,封筒,角2封筒,角2,グレー,85,,なし,ヨコ
ハート,封筒,長3封筒,長3,グリーン,85,,あり,ヨコ
ハート,封筒,封筒角2(テープスチック),角2,クラフト,85,テープスチック付,あり,ヨコ
ハート,封筒,封筒長3(テープスチック),長3,クラフト,85,テープスチック付,あり,ヨコ
ハート,封筒,長3セロ窓封筒（パステルアクア）,,セロ窓1号　パステルアクア,80,,なし,ヨコ
ハート,封筒,挨拶状（玉名市地域活性化事業）,,Wケント　東京3号　2つ折り,,,,
ハート,賞状,表彰状（永年勤続協会長表彰）,賞状,用紙レーザークリームA3-1,,,,
ハート,賞状,表彰状,,B4-1雪　雲あり　縦書き用,,,,
レイメイ,封筒,長3封筒,長3,イムラ　フレッシュトーンスカイ,80,,あり, サイドシーム
ハート,封筒,角2封筒（別納郵便入り）,角2,パステルブルー,100,テープスチック付,なし,ヨコ
ハート,封筒,封筒長３（熊本県馬刺し安全安心推進協議会用）,長3,パステルサクラ,80,,あり,ヨコ
ハート,封筒,長３封筒,長3,カラーオレンジ,85,テープスチック付,あり,ヨコ
ハート,封筒,封筒（長４０）,長40,カラースカイ,70,,あり,ヨコ
ハート,封筒,事務所移転のご案内状,洋2,初芝,,,あり,
ハート,封筒,事務所移転のご案内状,,角丸2つ折り　本ケント2号,,,,
ハート,封筒,賞状,,B4-1　雪　雲あり,,,,
ハート,封筒,自社用長3セロ窓封筒（納品書用）,長3,セロ窓1号クラフト,85,,なし,センター
ハート,封筒,長３封筒,長3,透けないパステルホワイト,80,,あり,ヨコ
ハート,封筒,〈熊本県　健康福祉部医療政策課様〉　くまもとメディカルネットワーク発送用封筒,角2,クラフト,70,,なし,ヨコ
ハート,封筒,返信用封筒 角2封筒（県民アンケート調査）,角2,クラフト,85,ハイシール付き,なし,ヨコ
ハート,封筒,豊野小学校角2クラフト封筒,角2,クラフト,100,,なし,ヨコ
ハート,封筒,洋長3封筒（カマス特白）,長3,ケント　白,80,,なし,ヨコ
ハート,封筒,津金日人夢展 角4封筒2種 (横浜高島屋）（No.1034470に含む）,角4,特白80,,,なし,センター
ハート,封筒,長3セロ窓封筒,長3,クラフト　セロ窓1号,70,テープスチック付,なし,センター
ハート,封筒,〈のぐち皮ふ科様〉　長3ハイシール封筒（増刷）,長3,パステルアクア80,,,あり,ヨコ
キング,賞状,市章入り表彰状（①Ａ３所管用 ②Ａ４所管用）,,レーザープリンタ用賞状用紙 　　　A4縦枠 雲なし,,,,
キング,賞状,市章入り表彰状（①Ａ３所管用 ②Ａ４所管用）,,賞状用紙 A3 雲なし No.3　　　　ケント,,,,
ハート,封筒,挨拶状（認定こども園東海大学付属かもめ幼稚園）,,初芝　洋東京3号,,,あり,
ハート,賞状,賞状（熊本県高等学校学年別陸上競技大会）,賞状,用紙SB403　レーザーホワイトB4-3,,,,
ハート,封筒,創業35周年祝賀会のご案内（封筒付）,,本ケント2号　角丸2つ折りカード,,,,
ハート,封筒,角2封筒,角2,若狭〈特厚口〉,,,なし,センター
キング,封筒,角0・角2・角3封筒　令和6年　改訂版,角3,Hiソフトブルー,100,,なし,スミ
キング,封筒,角0・角2・角3封筒　令和6年　改訂版,角0,Hiソフトブルー,100,,なし,センター
ハート,封筒,角2封筒,角2,パステルウグイス,100,,なし,ヨコ
ハート,封筒,長3封筒,長3,パステルウグイス,80,,あり,ヨコ
ハート,封筒,古庄自動車様洋4封筒,洋4,パステルブルー,80,,あり,ヨコ
ハート,封筒,給料袋,角8,クラフト,85,,なし,ヨコ
ハート,封筒,<ぐりーんはうす様>　長40封筒,長40,パステルグレー,80,,あり,ヨコ
ハート,封筒,長３返信用封筒,長3,カラーイエロー,85,,あり,ヨコ
ハート,封筒,角2封筒,角2,特白,100,テープスチック付,なし,ヨコ
ハート,封筒,長3封筒,長3,特白,80,テープスチック付,あり,ヨコ
キング,封筒,,角2,HIソフトブルー,100,,なし,スミ
キング,封筒,,角0,HIソフトブルー,100,,なし,センター
ハート,封筒,長3封筒,長3,ケント,100,,あり,ヨコ
キング,封筒,角2封筒（介護医療院・クリニック・美里さくら苑共有）,角2,白特A(80),,,なし,センター
ハート,封筒,,長3,カラーイエロー,70,テープスチック付,あり,ヨコ
ハート,封筒,角2封筒（国道3号「緑川橋～八代市区間」整備促進期成会）,角2,パステルフジ,100,,なし,ヨコ
ハート,封筒,長3封筒（国道3号「緑川橋～八代市区間」整備促進期成会）,長3,パステルフジ,80,,あり,ヨコ
ハート,封筒,角2封筒グレー,角2,カラーグレー,85,,なし,ヨコ
キング,,長30封筒（スズキパーツセンター熊本　部品課）,,キング　長30　クラフト,85,,あり,センター
レイメイ,封筒,長3セロ窓封筒,長3,セロメール マド大45×90　　　フレッシュトーングリーン,80,,なし,センター
,封筒,,長3,ケント　,,,なし,ヨコ
キング,封筒,角２封筒,角2,Hiソフトカラーブルー,100,,なし,センター
ハート,封筒,挨拶状（2つ折り）,,本ケント2号2つ折りカード,,,,
ハート,封筒,,長3,パステルクリーム　セロ窓1号,80,,なし,センター
ハート,封筒,長3封筒,長3,特白,100,,あり,ヨコ
ハート,賞状,〈熊本県社会福祉協議会様〉九州保育三団体研究大会表彰状,賞状,用紙レーザークリーム A4-3,,,,
キング,封筒,長3窓あき封筒（地紋入り）封筒のみ,長3,地紋入りホワイトケント80　　窓明№26,,,なし,センター
キング,賞状,ＮＰＣ安全協力会・年間無災害賞　ベース印刷,賞状,A3　ケント　№4,,,,
ハート,封筒,封筒角２,角2,角２パステルクリーム　　透けない封筒,100,テープスチック付,なし,ヨコ
ハート,賞状,表彰状,賞状,用紙　雪A3-1,,,,
ハート,賞状,表彰状（4種）,賞状,用紙　S1301　雪-A3-1,,,,
キング,封筒,角2封筒,角2,プライバシー保護　Ｈｉソフトグリーン100,,,なし,スミ
ハート,封筒,長3封筒,長3,パステルクリーム,80,テープスチック付,あり,ヨコ
ヤマガタ,封筒,長３封筒,長3,月印　再生スカイ,85,,あり,ヨコ
ハート,封筒,長３窓アキ封筒（セロ窓）,長3,透けない封筒パステルアクア　セロ窓1号,80,,なし,センター
レイメイ,封筒,角2封筒,角2,フレッシュトーンスカイ,100,,なし,サイドシーム
ハート,封筒,長３封筒（料金受取人払い）,長3,若狭中厚口,,,あり,ヨコ
ハート,封筒,長3封筒 窓付き（セロ窓1号）なでしこガーデン上熊本,長3,パステルグリーン セロ窓1号,80,,なし,センター
キング,賞状,賞状（Ｂ４・総合体育大会）,,B4ケント　No5　ヨコ枠 　　雲あり,,,,
キング,賞状,賞状（Ａ４・総合体育大会）,,A4ケント No10　タテ枠 　　雲あり,,,,
ハート,賞状,賞状（日清食品カップ）,,レーザーホワイトＢ4-3　ＳＢ403,,,,
,封筒,大野城市民水泳大会　賞状,,月印賞状用紙　B4判　D 雲なし　横書き用,,,,
ハート,,,長40,(フタ折)青葉1重,,アラビアのり,なし,センター貼
ハート,封筒,長4封筒（無量山　正寿寺）,長4,若狭中厚口,,,あり,ヨコ
ハート,封筒,三角支所　長3セロ窓封筒,長3,セロ窓1号　クラフト,70,スチックのり,なし,センター
ハート,封筒,長40返信用封筒（森づくり推進係）,長40,パステルクリーム,80,,あり,ヨコ
ハート,封筒,,長3,パステルグリーン,80,　　テープスチック付,あり,ヨコ
キング,封筒,長3封筒　白　住所なし,長3,白特A　,80,,あり,スミ
ハート,封筒,高森町　教育ＤＸの軌跡,角3,特白,85,,なし,センター
ハート,封筒,,角形Ａ3,クラフト,120,,なし,センター
ハート,封筒,,角2,透けないケント,100,,なし,ヨコ
ハート,封筒,長3セロ窓封筒,長3,透けないケントセロ窓1号,80,,なし,センター
ハート,賞状,〈国府高等学校様〉賞状用紙台紙,,賞状用紙 S1301雪A3-1,,,,
ハート,封筒,,角2,クラフト,85,スチックのり付,なし,センター
ハート,封筒,宇土市認定農業者協議会様　長3封筒（料金別納、郵便区内特別入り）,長3,クラフト,85,スチックのり付,あり,ヨコ
ハート,賞状,,,賞状用紙　A3-1菊　雲あり,,,,
ハート,封筒,角２封筒,角2,パステルグレー,100,,なし,ヨコ
ハート,封筒,長3封筒,長3,カラーグレー,85,,あり,ヨコ
ハート,封筒,洋長3封筒増刷,洋長3,特白,100,,なし,カマス
ハート,封筒,長6セロ窓封筒,長6,品番MB1692　セロ窓1号　透けない封筒ケント,80,,なし,センター
ハート,封筒,長3セロ窓付封筒,長3,セロ窓1号 パステルクリーム,80,,なし,センター
ハート,,退任就任挨拶状及び宛名印字,,初芝　本ケント2号,,,,
ハート,賞状,,,賞状用紙　レーザーホワイトＢ4-3　ＳＢ403,,,,
ハート,,挨拶状（2つ折り）,,本ケント2号　角丸2つ折り,,,,
ハート,封筒,長3封筒,長3,パステルスカイ,80,,あり,ヨコ
ハート,封筒,月謝袋,給料袋,カラーオレンジ,85,,なし,ヨコ
ハート,,長３：封筒　（総会案内用）,長3,パステルグリーン,80,スチックのり付,あり,ヨコ
キング,封筒,角2封筒（テープ付）,角2,クラフト100　　080421,,,なし,ヨコ
ハート,封筒,長3セロ窓封筒（請求書在中）,長3,セロ窓1号　特白100　　　　　MB3103,,スチックのり付,なし,センター
ハート,封筒,角2封筒 第3弾宇城市物価高騰対策商品券加盟店募集用 ,角2,クラフト,85,スチック付,なし,センター
キング,名刺,,,A4判名刺　ヒヤシンス中厚口　　　10面付,,,,
ハート,封筒,角２封筒,角2,カラーグリーン,85,,なし,ヨコ
ハート,,,賞状,用紙　レーザーホワイトB4-3,,,,
ハート,名刺,,,再生紙　103-9　16丁付,,,,
ハート,,<宇城飲食業組合様>　総会案内状,,角丸単カード　本ケント2号,,,,
ハート,,社長退任就任挨拶状,,Wケント2号　角丸２つ折り,,,,
ハート,封筒,挨拶状2種（就任挨拶、役員選任挨拶）封筒印刷,,本ケント2号　2つ折りカード,,,,
ハート,,挨拶状2種（就任挨拶、役員選任挨拶）封筒印刷,,本ケント2号　2つ折り　角丸,,,,
ハート,名刺,名刺（米原 将輝）,,名刺台紙　水色9（ＡＣ3）,,,,
ハート,名刺,カメヤ本店様名刺,,Ａ４　特大礼　10丁付,,,,
ハート,賞状,賞状（少年少女大会）,,雪A3-1　S1301,,,,
ハート,封筒,長3セロ窓封筒,長3,クラフトセロ窓1号,70,,あり,センター
ハート,封筒,長3封筒,長3,カラーピンク,85,,あり,ヨコ
ハート,賞状,市章入り表彰状,賞状,用紙　雪　Ｂ4-4,,,,
ハート,封筒,,長3,ケント　地紋入り,100,,あり,ヨコ
ハート,封筒,,洋東京3号,初芝,,,あり,ダイヤ
ハート,封筒,社長就退任挨拶状,洋2,ケント,100,,あり,ダイヤ
ハート,封筒,角０封筒（学校心臓健診）,角0,クラフト,100,,なし,センター
ハート,封筒,封筒長3セロ窓,長3,セロ窓1号　ウグイス,70,,あり,センター
ハート,封筒,長3封筒,長3,カラーグレー,70,,あり,センター
ハート,封筒,退任就任挨拶状及び宛名印字,,本ケント2号　2つ折り,,,,
ハート,封筒,<菊陽レディース様>　長40封筒,長40,パステルグリーン,80,,あり,ヨコ
ハート,封筒,長３封筒,長3,森林認証パステルブルー,80,,あり,ヨコ
ハート,封筒,＜八代研修センター様＞長3封筒,長3,カラーオレンジ,85,,あり,ヨコ
ハート,封筒,長3封筒（パステルアクア）,長3,セロ窓1号　パステルアクア,80,,なし,ヨコ
ハート,封筒,<長3>封筒(セロ窓1号)グレー,長3,セロ窓1号　カラーグレー,70,,あり,センター
ハート,封筒,,角3,若狭,厚口,,なし,ヨコ
キング,封筒,長30封筒クラフト（スズキパーツセンター熊本　部品課）,長30,クラフト,85,,あり,センター
ハート,封筒,第58回日本実験動物技術者協会総会用封筒（角２）,角2,パステルピンク,100,テープスチック付,なし,センター
ハート,封筒,第58回日本実験動物技術者協会総会用封筒（長３）,長3,パステルピンク,80,テープスチック付,あり,センター
ハート,封筒,長３セロ窓封筒（地紋入）通所介護・短期入所,長3,セロ窓1号 地紋入り 特白,70,,なし,センター
ハート,封筒,角2封筒,角2,カラーウグイス,85,,なし,センター
ハート,封筒,角2封筒,角2,特白,80,,なし,ヨコ
ハート,封筒,長40封筒（料金受取人払）,長40,クラフト,85,,あり,ヨコ
ハート,封筒,長3：封筒　　案内文あり　料金別納,長3,パステルグリーン,80,スチック付,あり,ヨコ
ハート,封筒,長３セロ窓封筒（請求書在中）,長3,特白　セロ窓1号,100,スチック付,なし,センター
ハート,封筒,封筒長３セロ窓,長3,セロ窓1号　クラフト,85,　　　テープスチック付,なし,センター
ハート,封筒,封筒長4セロ窓,長4,セロ窓1号　クラフト,70,　　　テープスチック付,なし,センター
ハート,封筒,長3封筒（小川御船間道路整備促進期成会）,長3,パステルグレー,80,,あり,ヨコ
ハート,封筒,封筒　長3透けない封筒セロ窓1号,長3,透けない封筒 セロ窓1号　　　パステルグリーン,80,,なし,センター
ハート,封筒,長3封筒（金栗記念選抜陸上大会）,長3,パステルグリーン,80,テープスチック付,あり,ヨコ
ハート,封筒,表彰状（あなたは第54回～）,賞状,雪　Ｂ4-1　雲あり,,,,
ハート,封筒,長40封筒,長40,カラーミズ,70,,あり,ヨコ
ハート,封筒,長4封筒セロ窓,長4,クラフト セロ窓1号,70,テープスチック付,なし,センター
キング,封筒,長3封筒,長3,クラフト70 窓あきNo.1 　　　　品番120181,,アドヘア,なし,センター
ハート,封筒,長4料金受取人払い封筒,長4,カラーブルー,70,,あり,ヨコ
ハート,賞状,図書委員労賞：表彰状,,賞状用紙：縦書き用　雪B4-1　雲あり,,,,
ヤマガタ,賞状,【本社　】定年退職感謝状,賞状,月印　B4縦書き用　雲無,,,,
キング,封筒,かなもりヘルスケアグループ様長3封筒（点線無）,長3,イエロー,70,,あり,ヨコ
ハート,封筒,,角形B3用,クラフト,120,,なし,センター
キング,封筒,長3封筒,長3,クラフト,85,075101クイック付　,あり,センター
ハート,,クリクラ熊南様長40封筒,長40,パステルアクア,80,,あり,ヨコ
ハート,,中川政司 氏　旭日双光章受章祝賀会のご案内状,洋2,Wケント2号　2つ折りカード,,,,
ハート,,中川政司 氏　旭日双光章受章祝賀会のご案内状,,甲陽,,,あり,
ハート,封筒,<長3>封筒セロ窓1号,長3,カラーブルー,85,,あり,ヨコ
ハート,賞状,読書感想文・感想画　　表彰状：2種類,,賞状用紙　S1401　雪B4-1,,,,
ハート,封筒,角2封筒,角2,ケント,100,,なし,センター
キング,賞状,賞状（玉名女子高等学校）,,賞状用紙 No28 B4 横枠 雲なし,100,,,
ハート,,,,ロイヤル9　A4名刺10丁付,,,,
ハート,封筒,,角3,パステルブルー,100,,なし,センター
キング,封筒,南小国町アンケート調査・返信用：長40封筒,長40,オリンパス,70,エルコン付,あり,スミ
ハート,封筒,長3セロ窓督促用封筒,長3,セロ窓レーザー対応窓1号　透けないケント,80,,なし,ヨコ
ハート,封筒,長4：封筒（最上谷様で請求）,長4,カラーミズ,70,,あり,ヨコ
ハート,封筒,社名入り封筒（角２）,角2,カラーミズ,85,,なし,ヨコ
ハート,封筒,,長3,カラーグリーン,85,,あり,ヨコ
ハート,賞状,賞状（２種）,賞状,雪A3-1　S1301,,,,
ハート,賞状,表彰状,賞状,B4-1雪　雲あり　縦書き用,,,,
ハート,封筒,長3セロ窓封筒,長3,カラーウグイス　セロ窓1号,85,,なし,センター
レイメイ,封筒,長3セロ窓封筒,長3,イムラN3C-7G4Nオレンジ85セロ窓45×90,,,なし,センター
レイメイ,封筒,角2封筒,角2,イムラ　オレンジ,85,,なし,ヨコ
ハート,封筒,長4封筒,長4,カラーウグイス,70,,あり,ヨコ
ハート,封筒,,角2,パステルウグイス,100,スチック付,なし,ヨコ
ハート,賞状,〈肥後の水とみどりの愛護基金様〉　愛護賞賞状,賞状,菊　A3-3,,,,
キング,封筒,封筒角2,角2,Hiソフトカラーピンク,100,,なし,センター
ハート,封筒,長3封筒（配達地域指定宇城市のみなさまへ）,長3,オレンジ,70,,あり,ヨコ
ハート,封筒,封筒（長４０）,長40,カラーグレー,70,,あり,ヨコ
ハート,封筒,封筒（角１）,角1,カラーグレー,100,,あり,センター
ハート,賞状,賞状,賞状,B4-1　雪　雲あり,,,,
ハート,賞状,JAマーク入り賞状用紙,賞状,A3-2　雪　雲なし,,,,
ハート,賞状,感謝状（2種）、表彰状（2種）,賞状,菊B4-1　縦書き用,,,,
キング,封筒,長3窓アキ封筒（星の里）,長3,Hiソフトカラーブルー80　　　セロ窓No.23,,,なし,センター
ハート,封筒,会長　就・退任挨拶状,,洋2　ケント,100,,あり,
ハート,封筒,長3セロ窓封筒,長3,セロ窓１号　パステルピンク,80,,なし,センター
ハート,封筒,長40封筒,長40,カラーウグイス,70,,あり,ヨコ
レイメイ,封筒,長3封筒,長3,イムラ　フレッシュトーンベージュ,80,,あり,ヨコ
キング,封筒,長3セロ窓封筒,長3,クラフト70　窓あきNo.1　　　品番120181,,アドヘア,なし,センター
キング,賞状,賞状用紙（クリーム）,賞状 ,No.26 A3　 横枠 　雲ナシ クリーム,,,,
ハート,封筒,長4封筒,長4,クリーム,70,,あり,ヨコ
ハート,封筒,案内状,,角丸２つ折り　本ケント2号,,,,
ハート,封筒,角型20封筒（国際A4サイズ）,角型20,パステルクリーム,100,,なし,ヨコ
ハート,封筒,挨拶状,,初芝　洋2 ,,,あり,
ハート,賞状,,賞状,雪　Ａ3-2,,,,
ハート,封筒,長3：封筒,長3,パステルブルー,80,ハイシール付,あり,ヨコ
キング,封筒,受取人払　後納郵便用：長3封筒,長3,クラフト,70,アドヘア,あり,センター
ハート,,挨拶状,洋2,初芝　,,,あり,
ハート,封筒,長3封筒　県連用,長3,カラースカイ,70,テープスチック付,あり,ヨコ
ハート,封筒,角2封筒,角2,パステルホワイト,100,,なし,ヨコ
キング,賞状,賞状（Ｂ4・出場記念）,賞状,B4ケント　No７　横枠　雲なし,,,,
ハート,封筒,角2封筒,角2,ソライロ,85,,なし,ヨコ
ハート,封筒,長3封筒,長3,ソライロ,85,,あり,ヨコ
ハート,,瑞宝双光章受章祝賀会ご案内,,本ケント　2つ折りカード,,,,
ハート,賞状,感謝状（8種）,賞状,A3菊-1　雲あり　縦書き,,,,
ハート,封筒,角型20封筒（国際A4サイズ）,角形20,パステルクリーム,100,,なし,ヨコ
ハート,封筒,長3：封筒,長3,カラーグレー ,85,テープスチック付,あり,ヨコ
