138,シナールＤＧグロス,,21,Ｔ,135
139,パールコートＰ,,21,Ｔ,135
140,紀州,ブルー,20,Ｔ,68.5
141,紀州,レモン,20,Ｔ,68.5
142,紀州,ウグイス,21,Ｔ,107
143,パールコートＰ,,20,Ｙ,57.5
144,ホワイトピーチケント,,23,Ｙ,139
145,ｎｐｉ上質,,20,Ｙ,57.5
146,日本製紙,クリーム,20,Ｔ,42
147,ｎｐｉ上質,,21,Ｙ,70
148,ミラーコートゴールド,,21,Ｔ,135
149,紀州,アイボリー,20,Ｔ,68.5
150,ファーストビンテージ,カシミア,21,Ｙ,206
151,タント,Ｎ－４,21,Ｙ,100
152,ビンテージゴールド,アンティーク,21,Ｙ,63
153,ＴＳ－１,Ｎ－８,21,Ｙ,130
154,ＯＫアートポスト,,23,Ｔ,153
155,レザック６６,クロ,21,Ｙ,215
156,紀州,ミズ,21,Ｔ,52
157,紀州,フジ,21,Ｔ,52
158,紀州,ギンネズ,21,Ｔ,52
159,ＯＫトップコート,,21,Ｙ,110
160,紀州,クリーム,20,Ｔ,50
161,ＪＥＴスター,,29,Ｔ,27
162,紀州,レモン,21,Ｔ,52
163,日本製紙,ピュアピンク,20,Ｔ,33
164,紀州,モエギ,21,Ｔ,107
165,ビルカラー,シロ,21,Ｙ,220
166,タント,Ｎ－５８,21,Ｙ,100
167,ラフクリーム琥珀,,20,Ｔ,45.5
168,紀州,ワカクサ,20,Ｔ,42
169,シナールＤＧグロス,,23,Ｔ,93.5
170,紀州,ミズ,21,Ｔ,107
171,紀州,モモ,21,Ｔ,107
172,紀州,モモ,21,Ｔ,66
173,みやぎぬ,キヌ,21,Ｙ,170
174,ボンアイボリー,,23,Ｙ,11.5
175,レザック６６,アサギ,21,Ｙ,175
176,紀州,ワカタケ,20,Ｔ,68.5
177,パールコートＰ,,21,Ｔ,110
178,紀州,サーモン,20,Ｔ,68.5
179,レザック６６,サクラ,21,Ｙ,130
180,紀州,サクラ,20,Ｔ,42
181,紀州,キ,20,Ｔ,68.5
182,紀州,オレンジ,21,Ｔ,107
183,紀州,ソラ,21,Ｔ,66
184,ユトリロコートグリーン７０,,20,Ｙ,57.5
185,レザック６６,ライトグレー,21,Ｙ,175
186,ヴァンヌーボＶ,ナチュラル,21,Ｙ,130
187,ミルトＧＡ,スピリットホワイト,23,Ｙ,76.5
188,ヴァンヌーボＶ,ナチュラル,23,Ｙ,104
189,紀州,ヤマブキ,21,Ｔ,52
190,ＯＫフェザーワルツ,ゾウゲ,21,Ｙ,120
191,江戸小染はな,キハダ,21,Ｙ,130
192,ＯＫミューズキララ,ナチュラル,21,Ｙ,120
193,みやぎぬ,キヌ,21,Ｙ,130
194,きぬもみ,ユキ,21,Ｙ,115
195,レザック６６,アオタケ,21,Ｙ,175
196,紀州,ブルー,20,Ｔ,42
197,ＯＫアートポスト,,23,Ｙ,125
198,ｎｐｉ上質,,23,Ｙ,93.5
199,紀州,ギンネズ,20,Ｔ,68.5
200,Ａカード,ハダ,21,Ｔ,300
201,ユトリログロスマット,,23,Ｙ,93.5
202,紀州ラップ,,24,Ｔ,54
203,レザック６６,レモン,21,Ｙ,175
204,紀州,レモン,20,Ｔ,33
205,レザック６６,アオタケ,21,Ｙ,215
206,紀州,レモン,21,Ｔ,176
207,紀州,モエギ,20,Ｔ,68.5
208,シャトン,,20,Ｙ,44.5
209,マットポスト,,23,Ｔ,153
210,Ｖマット,,23,Ｔ,76.5
211,感圧紙,上葉シロ,20,Ｙ,80
212,感圧紙,下葉シロ,20,Ｙ,80
213,日本製紙,ピュアピンク,20,Ｔ,68.5
214,北越アートポスト,,21,Ｔ,200
215,紀州,モモ,20,Ｔ,33
216,サテン金藤,,23,Ｙ,125
217,サテン金藤Ｎ,,23,Ｙ,62.5
218,特菱アート両面Ｎ,,23,Ｙ,62.5
219,雷鳥ＳアートＣＯＣ,,23,Ｙ,62.5
220,雷鳥スーパーアートＭＮＣＯ,,23,Ｙ,93.5
221,ＯＫコートエコグリーン,,20,Ｙ,46.5
222,ＯＫコートエコグリーン,,20,Ｙ,70.5
223,ＯＫコートコグリーン,,23,Ｙ,93.5
224,ＯＫトップコート,,20,Ｔ,70.5
225,ＯＫトップコート,,23,Ｙ,76.5
226,ＯＫトップコート,,23,Ｔ,93.5
227,オーロラコート,,20,Ｔ,102.5
228,Ｖマット,,21,Ｙ,90
229,Ｖマット,,21,Ｔ,90
230,Ｖマット,,23,Ｙ,125
231,Ｖマット,,23,Ｙ,153
232,シャトン,,20,Ｙ,70.5
233,シャトン,,21,Ｔ,110
234,シルバーダイヤ,,20,Ｔ,44.5
235,シルバーダイヤ,,23,Ｔ,76.5
236,ホワイトニューＶマット,,20,Ｙ,70.5
237,ホワイトニューＶマット,,23,Ｙ,93.5
238,マットカラーＨＧ,,21,Ｔ,193.5
239,マットカラーＨＧ,,21,Ｔ,223.5
240,ユトリログロスマット,,20,Ｙ,44.5
241,ｎｐｉ上質,,20,Ｙ,28.5
242,ｎｐｉ上質,,23,Ｙ,48.5
243,ｎｐｉ上質,,23,Ｔ,48.5
244,ｎｐｉ上質,,22,Ｔ,53
245,ｎｐｉ上質,,20,Ｔ,57.5
246,ｎｐｉ上質,,23,Ｔ,62.5
247,ｎｐｉ上質,,21,Ｔ,110
248,ｎｐｉ上質グリーン７０,,25,Ｙ,35
249,プリンス上質,,23,Ｙ,48.5
250,プリンス上質エコグリーン,,23,Ｙ,93.5
251,ユトリロ上質,,21,Ｔ,55
252,ユトリロ上質グリーン７０,,20,Ｙ,35
253,ボンアイボリー,,21,Ｔ,18
254,ボンアイボリー,,21,Ｔ,19.5
255,マットポスト,,23,Ｙ,104
256,北越アートポスト,,21,Ｔ,220
257,ＯＫアートポスト,,23,Ｔ,167
258,ＯＫアートポスト,,23,Ｙ,111
259,ｂ７トラネクスト,,20,Ｙ,55
260,ｂ７バルキー,,23,Ｙ,56.5
261,ｂ７ナチュラル,,21,Ｔ,86
262,ｂ７ナチュラル,,21,Ｔ,99
263,オペラクリームウルトラ,,20,Ｔ,46
264,オペラクリームウルトラ,,20,Ｔ,51
265,ソリストＳＰ（Ｎ）,,21,Ｙ,65.5
266,ラフクリーム琥珀,,20,Ｔ,42.5
267,淡クリームキンマリ,,20,Ｙ,46.5
268,淡クリームキンマリ,,21,Ｙ,90
269,淡クリームラフ書籍,,20,Ｔ,45.5
270,琥珀,,21,Ｙ,90
271,ロッキー,,20,Ｙ,35
272,ＮＴラシャ,アサギ,21,Ｙ,210
273,ＮＴラシャ,フジ,21,Ｙ,130
274,ＰＨＯ,,21,Ｙ,130
275,ＰＨＯ,,21,Ｙ,160
276,ＰＨＯ,,21,Ｙ,180
277,ＷＰＨＯ,,21,Ｙ,110
278,ＷＰＨＯ,,21,Ｙ,135
279,ＷＰＨＯ,,21,Ｙ,180
280,しこくてんれい,シロ,23,Ｔ,53.5
281,しこくてんれい,シロ,23,Ｙ,62.5
282,しこくてんれい,シロ,21,Ｔ,110
283,しこくてんれい,シロ,21,Ｔ,135
284,しこくてんれい,シロ,21,Ｔ,180
285,はまゆう,,21,Ｔ,43
286,はまゆう,,23,Ｙ,27.5
287,エスプリＦＰ,,23,Ｙ,125
288,エスプリＶエンボスストライプ,,21,Ｔ,180
289,エスプリＷ,,23,Ｙ,93.5
290,エスプリＷ,,23,Ｔ,125
291,ニューラグリンアイボリー,,21,Ｙ,146
292,パミス,シロ,23,Ｙ,69.5
293,パミス,シロ,23,Ｙ,104
294,パミス,シロ,23,Ｙ,139
295,パミス,シロ,21,Ｙ,120
296,ピーチケント,,23,Ｔ,93.5
297,ピーチケント,,23,Ｔ,125
298,ピーチケント,,23,Ｔ,139
299,ピズムマット,,23,Ｔ,125
300,ホワイトピーチケント,,23,Ｔ,125
301,ホワイトピーチケント,,23,Ｙ,153
302,ホワイトピーチケント,,21,Ｔ,160
303,ホワイトピーチケント,,21,Ｔ,180
304,ホワイトピーチケント,,23,Ｙ,184
305,マーメイド,ナチュラル,21,Ｙ,153
306,ミラーコートＰ,,23,Ｔ,125
307,ミラーコートＰ,,23,Ｙ,153
308,レザック６６,タマゴ,21,Ｙ,175
309,レザック８０つむぎ,ダイダイ,21,Ｙ,210
310,花紋,,23,Ｙ,125
311,晒竜王Ｗ,,24,Ｔ,54
312,晒竜王Ｗ,,24,Ｔ,86.5
313,晒竜王Ｗ,,24,Ｔ,129.5
314,東海クラフト,,24,Ｔ,65
315,東海クラフト,,24,Ｔ,86.5
316,白銀,,21,Ｙ,30
317,白銀,,21,Ｙ,38.5
318,白銀,,21,Ｔ,38.5
319,白銀,,21,Ｔ,43
320,白銀,,21,Ｔ,56
321,奉書紙しろたえ,,21,Ｙ,45
322,ＫＳＹ奉書紙,,21,Ｙ,70
323,奉書紙特白,,21,Ｔ,51.5
324,奉書紙特白,,21,Ｔ,60
325,北雪ケント,,23,Ｙ,125
326,北雪ケント,,21,Ｔ,225
327,北雪ケント,,21,Ｔ,265
328,北雪ケント,,21,Ｔ,310
329,紀州,アイボリー,21,Ｔ,176
330,紀州,アサギ,20,Ｔ,33
331,紀州,アサギ,20,Ｔ,42
332,紀州,アサギ,20,Ｔ,50
333,紀州,アサギ,20,Ｔ,68.5
334,紀州,アサギ,21,Ｔ,107
335,紀州,アジサイ,21,Ｔ,78
336,紀州,ウグイス,20,Ｔ,33
337,紀州,ウグイス,20,Ｔ,50
338,紀州,ウグイス,21,Ｔ,78
339,紀州,ウグイス,21,Ｔ,176
340,紀州,オレンジ,20,Ｔ,50
341,紀州,オレンジ,21,Ｔ,78
342,紀州,ギンネズ,21,Ｔ,78
343,紀州,クリーム,20,Ｔ,42
344,紀州,クリーム,21,Ｔ,107
345,紀州,クリーム,21,Ｔ,176
346,紀州,コスモス,20,Ｔ,42
347,紀州,サーモン,20,Ｔ,42
348,紀州,サクラ,20,Ｔ,68.5
349,紀州,シラチャ,20,Ｔ,33
350,紀州,ハダ,20,Ｔ,78
351,紀州,ミズ,20,Ｔ,50
352,紀州,モモ,20,Ｔ,42
353,紀州,ラベンダー,20,Ｔ,68.5
354,紀州,ワカクサ,20,Ｔ,68.5
355,紀州,ワカタケ,21,Ｔ,176
356,紀州,濃クリーム,20,Ｔ,50
357,紀州,濃クリーム,21,Ｔ,78
358,日本製紙,ピュアピンク,20,Ｔ,42
359,日本製紙,ピュアライトクリーム,20,Ｔ,33
360,日本製紙,ピュアライトブルー,20,Ｔ,42
361,日本製紙,ピュアライム,20,Ｔ,42
362,日本製紙,ピュアライム,20,Ｔ,68.5
363,日本製紙,ワカタケ,20,Ｔ,50
364,紀州,ハダ,20,Ｔ,68.5
365,ＯＫアートポスト,,23,Ｙ,153
366,みやぎぬ,サクラ,21,Ｙ,170
367,ＯＫトップコート,,23,Ｙ,93.5
368,五條スペシャリティーズ№２１５－２５６,,21,Ｔ,22
369,ＯＫＡＣカード＃３００,ハダ,21,Ｔ,264
370,シナールＤＧグロス,,23,Ｙ,62.5
371,ｎｐｉ上質,,25,Ｙ,26.5
372,ＰＨＯ,,21,Ｙ,135
373,マルウタック上質,,27,Ｔ,70
374,ユトリログロスマットＮ,,23,Ｙ,93.5
375,雷鳥上質,,25,Ｙ,26.5
376,ユポＦＧＳ,,21,Ｔ,80
377,紀州,濃クリーム,21,Ｔ,66
378,紀州,シラチャ,20,Ｔ,68.5
379,タント,Ｌ－７２,21,Ｙ,100
380,紀州,リンドウ,20,Ｔ,50
381,ホワイトニューＶマット,,23,Ｔ,62.5
382,紀州,サクラ,20,Ｔ,33
383,紀州,アサギ,21,Ｔ,176
384,レザック６６,モモ,21,Ｙ,175
385,紀州,ミズ,20,Ｔ,84.5
386,ＯＫアートポスト,,21,Ｙ,180
387,シナールＤＧグロス,,21,Ｔ,90
388,パールコートＰ,,23,Ｙ,93.5
389,ボンアイボリー,,21,Ｔ,31
390,北越アートポスト,,23,Ｔ,111
391,北越アートポスト,,23,Ｙ,111
392,レザック６６,シロ,21,Ｙ,175
393,マルウタックアート,,27,Ｔ,73
394,タント,Ｌ－５９,21,Ｙ,100
395,Ａカード＃２５０,モモ,21,Ｔ,250
396,Ａカード＃１５０,ナチュラル,21,Ｔ,1
397,エスプリＦＰ,,23,Ｔ,125
398,レザック８０つむぎ,アサギ,21,Ｙ,210
399,タント,Ｄ－６１,21,Ｙ,100
400,ｂ７トラネクスト,,20,Ｔ,50.5
401,紀州,モモ,21,Ｔ,52
402,マルウタック上質,トイシ強粘着,27,Ｔ,70
403,ユポＦＧＳ,,21,Ｔ,200
404,ユポＦＲＢＷ,,21,Ｔ,200
405,日本製紙,モモ,20,Ｔ,68.5
406,紀州,フジ,21,Ｔ,107
407,日本製紙,ギンネズ,20,Ｔ,68.5
408,紀州,ミズ,20,Ｔ,42
409,紀州,ギンネズ,20,Ｔ,42
410,紀州,フジ,20,Ｔ,42
411,紀州,ビワ,20,Ｔ,42
412,ホワイトニューＶマット,,21,Ｔ,110
413,レザック９６オリヒメ,ミルク,21,Ｙ,200
414,パールコートＰ,,23,Ｔ,93.5
415,ｂ７トラネクスト,,21,Ｔ,79
416,ヴァンヌーボＶ,スノーホワイト,23,Ｙ,104
417,ありそ,,21,Ｔ,62
418,ありそ,,20,Ｔ,39.5
419,ホワイトニューＶマット,,20,Ｙ,57.5
420,ＮＴラシャ,黄緑,21,Ｙ,100
421,パールコートＰ,,20,Ｔ,70.5
422,プリンス上質エコグリーン,,20,Ｙ,44.5
423,紀州,クリーム,20,Ｔ,68.5
424,薄模造,,21,Ｔ,30
425,ヴァンヌーボＶ,ナチュラル,21,Ｙ,150
426,紀州,アカ,20,Ｔ,68.5
427,レザック６６,カラシ,21,Ｙ,175
428,紀州,ギンネズ,21,Ｔ,107
429,紀州,ミズ,20,Ｔ,33
430,紀州,アジサイ,20,Ｔ,84.5
431,紀州,アジサイ,20,Ｔ,42
432,オーロラコート,,23,Ｙ,111
433,ジョイボリー,,21,Ｔ,22.5
434,ミセスＢ,スーパーホワイト,23,Ｙ,76.5
435,紀州,ワカタケ,21,Ｔ,107
436,アレザンＦＳ,ホワイト,31,Ｔ,204
437,ＯＫアートポスト,,23,Ｙ,139
438,紀州,ワカタケ,20,Ｔ,33
439,紀州,モモ,21,Ｔ,134
440,紀州,レモン,21,Ｔ,134
441,菊水和紙№特２１両面オボナイ,シロ,21,Ｙ,1
442,モデラトーンＧＡ,ナチュラル,21,Ｙ,200
443,タント,Ｄ－６３,21,Ｙ,100
444,薄模造,,20,Ｔ,19
445,薄模造,,21,Ｔ,19.5
446,エンボス布目,,21,Ｔ,135
447,紀州,モモ,21,Ｔ,132
448,紀州,レモン,21,Ｔ,132
449,紀州,ウグイス,21,Ｔ,52
450,江戸小染はな,キハダ,21,Ｙ,100
451,ユポＦＲＢＷ,,23,Ｔ,300
452,エンボス梨地,,21,Ｔ,135
453,レザック６６,ウスムラサキ,21,Ｙ,215
454,パミス,シロ,21,Ｙ,150
455,エスプリＦＰ,,23,Ｙ,93.5
456,ジョイボリー,,23,Ｙ,12.5
457,ミラーコートゴールド,,23,Ｙ,125
458,紀州,ミドリ,20,Ｔ,42
459,タント,Ｎ－８,21,Ｙ,130
460,ボンアイボリー,,21,Ｔ,16.5
461,雷鳥上質,くまけい,20,Ｙ,44.5
462,シナールＤＧグロス,くまけい,20,Ｙ,46.5
463,タイオウアトラス軽包装,,24,Ｔ,65
464,セキュリティー用紙,銀河,21,Ｙ,90
465,エスプリＷ,,23,Ｔ,188
466,紀州,濃クリーム,20,Ｔ,33
467,エスプリＶ,,23,Ｔ,188
468,日本製紙,ハダ,21,Ｔ,107
469,紀州,コスモス,20,Ｔ,33
470,Ｍｒ，Ｂ,ホワイト,21,Ｙ,110
471,片艶晒クラフト,,24,Ｔ,108
472,片艶晒クラフト,,24,Ｔ,86.5
473,紀州,オレンジ,20,Ｔ,33
474,雷鳥ＳアートＣＯＣ,,23,Ｙ,93.5
475,雷鳥ＳアートＣＯＣ,,23,Ｙ,76.5
476,ＯＫトップコート,,20,Ｙ,57.5
477,雷鳥ＳアートＣＯＣ,,23,Ｔ,93.5
478,紀州ラップ,,24,Ｔ,108
479,紀州ラップ,,24,Ｔ,86.5
480,みやぎぬ,松葉,21,Ｙ,130
481,ｎｐｉ上質,,23,Ｙ,62.5
482,日本製紙,モモ,21,Ｔ,66
483,コクヨワープロラベル,タイ－２１１１Ｎ－Ｗ,4,Ｔ,1
484,銀竹クラフト,,24,Ｔ,72
485,琥珀,,22,Ｔ,70
486,紀州,ワカタケ,21,Ｔ,52
487,紀州,濃クリーム,21,Ｔ,52
488,日本製紙,ダイダイ,20,Ｔ,68.5
489,紀州,モモ,21,Ｔ,78
490,紀州,ミドリ,20,Ｔ,50
491,日本製紙,ピュアピンク,20,Ｔ,50
492,アラベール,ホワイト,21,Ｙ,70
493,エスプリコートＳＳ,,23,Ｙ,153
494,紀州,フジ,20,Ｔ,33
495,紀州,ギンネズ,20,Ｔ,33
496,紀州,サーモン,20,Ｔ,33
497,紀州,ブルー,20,Ｔ,33
498,紀州,アイボリー,20,Ｔ,33
499,紀州,ワカクサ,21,Ｔ,134
500,日本製紙,ウスベニ,21,Ｔ,134
501,日本製紙,ピュアライトクリーム,21,Ｔ,134
502,紀州,フジ,21,Ｔ,134
503,紀州,キ,21,Ｔ,52
504,Ｖマット,,20,Ｔ,70.5
505,紀州,ソラ,20,Ｔ,33
506,紀州,ミドリ,21,Ｔ,66
507,里紙,タケ,21,Ｙ,130
508,新だん紙,シロ,21,Ｙ,135
509,紀州,コスモス,21,Ｔ,134
510,紀州,ヤマブキ,21,Ｔ,134
511,里紙,キキョウ,21,Ｙ,100
512,紀州,ワカクサ,21,Ｔ,132
513,紀州,コスモス,21,Ｔ,132
514,紀州,ヤマブキ,21,Ｔ,132
515,紀州,フジ,21,Ｔ,132
516,マルウタックマット,リベールＳ白セパ,27,Ｔ,70
517,ＣＣＰ親展はがき,ＪＧＳ５１Ｍ,20,Ｔ,160.2
518,淡クリームキンマリ,,21,Ｙ,72.5
519,レザック６６,ミルク,21,Ｙ,215
520,雷鳥マットアート,,23,Ｙ,76.5
521,紀州,シラチャ,20,Ｔ,42
522,感圧紙中葉４０Ｗ,シロ,36,Ｙ,40
523,北越アートポスト,,21,Ｔ,180
524,ＭＬファイバー,ウスアオ,21,Ｙ,160
525,モデラトーンＧＡ,ナチュラル,21,Ｙ,110
526,シルバーダイヤ,,23,Ｙ,93.5
527,エコジャパンＲ,ツユクサ,21,Ｙ,100
528,紀州,コスモス,20,Ｔ,50
529,雷鳥ダルアート,,23,Ｙ,76.5
530,レザック６６,オリーブ,21,Ｙ,215
531,ＯＫアートポスト,,21,Ｔ,220
532,紀州,モモ,20,Ｔ,50
533,奉書紙しろたえ,,21,Ｙ,65
534,フリッター,ハイホワイト,21,Ｙ,180
535,ハンマートーンＧＡ,アイ,21,Ｙ,80
536,フラスコ,ホワイト,21,Ｙ,80
537,キャストコートタック,,27,Ｔ,1
538,艶塩ビ＃８０,,39,Ｔ,1
539,日本製紙,ワカタケ,20,Ｔ,68.5
540,サテン金藤Ｎ,,23,Ｙ,125
541,シルバーダイヤ,,20,Ｙ,70.5
542,ニューケント,,21,Ｔ,160
543,日本製紙,キ,21,Ｔ,52
544,新大礼紙華,パールホワイト,21,Ｙ,75
545,モデラトーンＧＡ,スノー,21,Ｙ,200
546,ＮＴラシャ,コソメ,21,Ｙ,100
547,アラベール,スノーホワイト,21,Ｙ,90
548,北越アートポスト,,23,Ｔ,153
549,紀州,クリーム,20,Ｔ,33
550,Ｖマット,,23,Ｙ,62.5
551,ｎｐｉ上質,,21,Ｔ,45
552,ホワイトニューＶマット,,21,Ｔ,135
553,Ｍｒ，Ｂ,ホワイト,23,Ｙ,93.5
554,タント,Ｎ－６６,21,Ｙ,100
555,ＮＴラシャ,ニブアオ,21,Ｙ,100
556,ＮＴラシャ,ウスネズミ,21,Ｙ,100
557,モデラトーンＧＡ,ホワイト,21,Ｙ,200
558,タント,Ｎ－６８,21,Ｙ,100
559,キュリアスメタル,シルバー,21,Ｙ,215
560,紀州,サクラ,21,Ｔ,176
561,みやぎぬ,キヌ,21,Ｙ,200
562,レイナＲ,,23,Ｙ,153
563,ｎｐｉ上質グリーン７０,,20,Ｙ,57.5
564,タント,Ｎ－８,21,Ｙ,180
565,ベストマット,,21,Ｔ,180
566,ゴールドアトラスＧ,,24,Ｔ,129.5
567,ＪＥＴエースＦ,,29,Ｔ,48.5
568,日本製紙,オレンジ,20,Ｔ,68.5
569,ＣＣＰ中葉　６０Ｗ,,20,Ｙ,1
570,アラベール,ナチュラル,21,Ｙ,160
571,里紙,シロ,21,Ｙ,100
572,紀州,ハダ,21,Ｔ,176
573,紀州,キ,21,Ｔ,66
574,里紙,ウグイス,21,Ｙ,100
575,北雪ケント,,21,Ｔ,360
576,プリンス上質エコグリーン,,20,Ｙ,57.5
577,モデラトーンＧＡ,ナチュラル,21,Ｙ,135
578,紀州,アジサイ,21,Ｔ,176
579,紀州,ミドリ,21,Ｔ,107
580,アラベール,スノーホワイト,23,Ｔ,76.5
581,ユトリロコートグリーン７０,,20,Ｙ,70.5
582,ＯＫコートグリーン１００,,20,Ｙ,70.5
583,感圧紙,上葉８０Ｗ,20,Ｔ,1
584,感圧紙,下葉８０Ｗ,20,Ｔ,1
585,紀州,アジサイ,20,Ｔ,121.5
586,スピカボンド,,20,Ｙ,41.5
587,紀州,ワカクサ,21,Ｔ,78
